Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Husband_partner_jealous_if_Wife_talks_with_other_men,Husband_partner_insists_on_knowing_where_Wife_is,Ever_been_humiliated_by_husband_partner,Ever_been_insulted_or_made_to_feel_bad_by_husband_partner,"Ever_been_pushed,_shook_or_had_something_thrown_by_husband_partner",Ever_been_slapped_by_husband_partner,Person_who_usually_decides_on_Wife's_health_care,Person_who_usually_decides_on_large_household_purchases,"Wife_afraid_of_husband_partner_most_of_the_time,_sometimes_or_never"
42,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,38,143.7,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
25,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22,150.5,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
47,Secondary or below,Agricultural,Caste,Hindu,39,148.2,Secondary or below,Not working,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent alone,Husband/partner alone,
45,Secondary or below,Agricultural,Caste,Hindu,42,149.4,Secondary or below,Agricultural,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
40,Secondary or below,Agricultural,Caste,Hindu,34,150.8,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Respondent and husband/partner,
40,Secondary or below,Agricultural,Caste,Hindu,33,155.8,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
35,Secondary or below,Services / household and domestic,Caste,Hindu,30,150.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
29,Secondary or below,Services / household and domestic,Caste,Hindu,24,147.3,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Agricultural,Caste,Hindu,43,152.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
33,Secondary or below,Agricultural,Caste,Muslim,31,156.8,Secondary or below,Not working,Caste,Muslim,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
37,Secondary or below,Agricultural,Caste,Muslim,35,154.1,Secondary or below,Not working,Caste,Muslim,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
50,Secondary or below,Not working,Caste,Hindu,47,152.5,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
30,Secondary or below,Services / household and domestic,Caste,Hindu,26,154.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Secondary or below,Agricultural,Caste,Hindu,36,156.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
46,Secondary or below,Agricultural,Caste,Hindu,44,156.9,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
25,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22,161.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
45,Secondary or below,Agricultural,Caste,Hindu,41,153.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
35,Secondary or below,Agricultural,Caste,Hindu,32,163.7,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Higher Secondary,Agricultural,Caste,Hindu,23,164.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
25,Higher Secondary,Agricultural,Caste,Hindu,20,163.4,Higher Secondary,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
26,Secondary or below,Agricultural,Caste,Hindu,23,158.5,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
29,Secondary or below,Agricultural,Caste,Hindu,29,159.6,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Other,
44,Secondary or below,Sales,Caste,Hindu,41,147.9,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Agricultural,Caste,Hindu,46,157.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
25,Post-Graduate (MBA/MA),Not working,Caste,Hindu,22,149.5,Higher Secondary,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Someone else,
51,Secondary or below,Agricultural,Caste,Hindu,47,155.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
35,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,28,163.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Someone else,
51,Secondary or below,Agricultural,Caste,Hindu,48,147.0,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Respondent and husband/partner,
25,Secondary or below,Agricultural,Caste,Hindu,23,146.5,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
48,Secondary or below,Agricultural,Caste,Hindu,45,150.3,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
26,Secondary or below,Agricultural,Caste,Hindu,25,150.3,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
26,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,24,159.0,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
49,Secondary or below,Agricultural,Caste,Hindu,47,154.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Respondent and husband/partner,
50,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,46,155.2,Higher Secondary,Not working,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
31,Post-Graduate (MBA/MA),Sales,Caste,Hindu,28,147.9,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24,159.2,Secondary or below,Not working,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Someone else,Someone else,
43,Secondary or below,Agricultural,Caste,Hindu,39,144.5,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
30,Post-Graduate (MBA/MA),Agricultural,Caste,Hindu,23,156.2,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Post-Graduate (MBA/MA),Sales,Caste,Hindu,37,156.2,Secondary or below,Not working,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
33,Secondary or below,Clerical,Caste,Hindu,27,141.7,Secondary or below,Not working,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
46,Secondary or below,Skilled and unskilled manual,Caste,Hindu,41,157.8,Secondary or below,Services / household and domestic,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Agricultural,Caste,Hindu,46,153.4,Secondary or below,Not working,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
50,Secondary or below,Agricultural,Caste,Hindu,45,154.3,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Agricultural,Caste,Hindu,45,154.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Agricultural,Caste,Hindu,40,149.9,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24,149.9,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
25,Secondary or below,Skilled and unskilled manual,Caste,Hindu,23,144.0,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
24,Higher Secondary,Agricultural,Caste,Hindu,23,150.2,Secondary or below,Professional / technical / managerial,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Respondent and husband/partner,
24,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22,156.6,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Someone else,
36,Secondary or below,Agricultural,Caste,Hindu,36,140.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
27,Secondary or below,Agricultural,Caste,Hindu,28,157.1,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
26,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,23,162.6,Higher Secondary,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Someone else,Someone else,
43,Secondary or below,Not working,Caste,Hindu,38,159.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
26,Secondary or below,Agricultural,Caste,Hindu,19,158.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Someone else,Someone else,
48,Secondary or below,Agricultural,Caste,Hindu,46,156.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
40,Higher Secondary,Sales,Caste,Hindu,38,153.4,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Someone else,Someone else,
46,Secondary or below,Agricultural,Caste,Muslim,42,149.4,Secondary or below,Not working,Caste,Muslim,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
23,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,21,145.8,Secondary or below,Not working,Caste,Muslim,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Respondent and husband/partner,
27,Secondary or below,Skilled and unskilled manual,Caste,Hindu,17,151.5,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Someone else,
40,Secondary or below,Skilled and unskilled manual,Caste,Hindu,38,148.3,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
36,Secondary or below,Agricultural,Caste,Hindu,34,154.0,Secondary or below,Agricultural,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Other,
32,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,29,156.7,Secondary or below,Agricultural,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
26,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,25,154.1,Secondary or below,Not working,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
52,Secondary or below,Sales,Caste,Hindu,45,143.4,Secondary or below,Not working,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
36,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32,155.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
53,Secondary or below,Agricultural,Caste,Hindu,48,151.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
41,Secondary or below,Agricultural,Caste,Hindu,37,156.0,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
43,Secondary or below,Agricultural,Caste,Hindu,40,151.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Agricultural,Caste,Hindu,47,149.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
28,Secondary or below,Agricultural,Tribe,Hindu,27,156.0,Secondary or below,Not working,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Agricultural,Tribe,Hindu,48,,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Agricultural,Tribe,Hindu,43,,Secondary or below,Not working,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
22,Secondary or below,Agricultural,Tribe,Hindu,27,152.8,Secondary or below,Agricultural,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Agricultural,Caste,Hindu,44,155.6,Secondary or below,Other,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Secondary or below,Agricultural,Caste,Hindu,29,157.7,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
41,Higher Secondary,Not working,Caste,Hindu,33,152.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Respondent and husband/partner,
44,Secondary or below,Skilled and unskilled manual,Caste,Hindu,38,150.1,Secondary or below,Agricultural,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
40,Higher Secondary,Skilled and unskilled manual,Tribe,Hindu,39,157.1,Secondary or below,Agricultural,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
29,Secondary or below,Agricultural,Tribe,Other,26,163.3,Secondary or below,Not working,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
44,Secondary or below,Agricultural,Tribe,Hindu,41,154.3,Secondary or below,Agricultural,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
46,Secondary or below,Services / household and domestic,Tribe,Hindu,44,157.0,Secondary or below,Agricultural,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Agricultural,Tribe,Hindu,45,150.4,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Husband/partner alone,Husband/partner alone,
37,Secondary or below,Agricultural,Tribe,Hindu,31,150.1,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Someone else,Someone else,
34,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27,144.5,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Skilled and unskilled manual,Caste,Hindu,43,146.9,Secondary or below,Not working,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
40,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,40,146.1,Higher Secondary,Professional / technical / managerial,Caste,Hindu,Urban,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
52,Secondary or below,Skilled and unskilled manual,Caste,Hindu,48,161.6,Secondary or below,Other,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
28,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24,159.6,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Husband/partner alone,
50,Secondary or below,Agricultural,Caste,Hindu,45,158.4,Secondary or below,Other,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
51,Secondary or below,Agricultural,Caste,Hindu,49,146.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
49,Secondary or below,Agricultural,Caste,Hindu,47,160.6,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
30,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,28,156.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent alone,Respondent alone,
32,Secondary or below,Agricultural,Caste,Hindu,31,165.6,Secondary or below,Not working,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
32,Secondary or below,Agricultural,Caste,Hindu,30,149.1,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Husband/partner alone,
48,Secondary or below,Agricultural,Caste,Hindu,42,161.6,Secondary or below,Not working,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
35,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30,137.0,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
36,Secondary or below,Agricultural,Tribe,Hindu,30,151.0,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,Rural,Madhya Pradesh,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
47,Secondary or below,Agricultural,Caste,Hindu,45,147.4,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,,,,,,,Other,Respondent alone,
